Listid,Listname,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
331,"6th FIS points list 2021/2022",1,AL,O,256059,6296335,GAI,"Maria Vittoria",ITA,W,2004-02-09,"S.C. SESTRIERE A.D.",ITA48053,"GAI Maria Vittoria",2004,28-09-2021,,,,126.40,1570,*,117.36,1548,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255819,6296292,GAIANI,Ginevra,ITA,W,2004-09-17,"S.C. RADICI GROUP S.S.D. A R.L.",ITA49568,"GAIANI Ginevra",2004,28-09-2021,80.59,221,*,81.53,964,*,63.29,773,*,79.34,404,*,124.43,326,*
331,"6th FIS points list 2021/2022",1,AL,O,261740,512697,GAILLARD,Jan,SUI,M,2005-02-20,"La Berra",SUI,"GAILLARD Jan",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,199070,210042,GAIPOV,Aldiyor,UZB,M,1998-05-27,,,"GAIPOV Aldiyor",1998,28-09-2021,,,,531.02,3736,*,442.11,3742,*,592.35,2423,*,690.90,1292,*
331,"6th FIS points list 2021/2022",1,AL,O,252070,6533468,GAJAR,Toby,USA,M,2004-11-06,,6491845,"GAJAR Toby",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260001,235396,GALATSOPOULOU,"Kornilia Danai",GRE,W,2004-03-06,ALPIS,GRE,"GALATSOPOULOU Kornilia Danai",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,196239,6292803,GALDIOLO,Francesco,ITA,M,1998-03-01,"S.C. CITTA  DI ROVERETO A.S.D.",ITA39601,"GALDIOLO Francesco",1998,28-09-2021,999.99,1422,*,41.96,436,*,32.91,241,*,999.99,2430,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,216092,230753,GALERIDIS,Georgios,GRE,M,2000-02-14,SAXOPP,GRE,"GALERIDIS Georgios",2000,28-09-2021,,,,192.69,3075,*,241.21,3408,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,212425,160119,GALIDES,Andreas,CYP,M,2000-11-10,"Nicosia Ski club",,"GALIDES Andreas",2000,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262392,6537557,GALLARD,Sasha,USA,W,2005-11-13,"Sugar Bowl Ski Team  Academy",6594008,"GALLARD Sasha",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253080,6191484,GALLAY,"Jean Baptiste",FRA,M,2004-02-18,"SC ST GERVAIS",2655829,"GALLAY Jean Baptiste",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,188144,56367,GALLHUBER,Katharina,AUT,W,1997-06-16,"Sc Goestling-Hochkar",,"GALLHUBER Katharina",1997,28-09-2021,,,,17.13,40,*,36.05,231,*,63.13,262,*,45.71,48,*
331,"6th FIS points list 2021/2022",1,AL,O,257069,6296437,GALLIA,Camilla,ITA,W,2004-11-19,"S.C. SESTRIERE A.D.",ITA50055,"GALLIA Camilla",2004,28-09-2021,,,,152.62,1798,*,196.29,2051,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238274,6295991,GALLIA,Carolina,ITA,W,2003-11-04,"S.C. SESTRIERE A.D.",ITA47493,"GALLIA Carolina",2003,28-09-2021,,,,134.62,1645,*,127.09,1637,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252263,6533492,GALLOWAY,Nils,USA,M,2004-09-08,"Sun Valley Ski Education Fnd",6543466,"GALLOWAY Nils",2004,28-09-2021,199.14,1116,*,75.45,1271,*,98.21,1938,*,109.41,1017,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,218336,740044,GALSTYAN,Hayk,ARM,M,2000-08-27,"Aparan Sport school",ARM,"GALSTYAN Hayk",2000,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,160965,740032,GALSTYAN,Sargis,ARM,M,1994-09-17,FIMA,ARM,"GALSTYAN Sargis",1994,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252464,430879,GALUSZKA,Wojciech,POL,M,2004-08-07,"TEAM MB Szczyrk",,"GALUSZKA Wojciech",2004,28-09-2021,,,,83.07,1486,*,68.39,1178,*,92.65,757,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,253224,151429,GALVAS,Matyas,CZE,M,2004-02-11,,,"GALVAS Matyas",2004,28-09-2021,,,,86.12,1568,*,117.68,2339,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,250805,6191389,GALVIN,Leo,FRA,M,2003-05-29,"Club Omnisports Devoluy",2647008,"GALVIN Leo",2003,28-09-2021,,,,125.07,2354,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,229216,6301301,GAMAN,Ryuji,JPN,M,2002-11-06,,,"GAMAN Ryuji",2002,28-09-2021,169.51,986,*,57.71,820,*,67.89,1161,*,95.90,811,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,229727,6294171,GAMBATESA,Fabio,ITA,M,2002-01-27,"S.C. ALA DI STURA A.S.D.",ITA44159,"GAMBATESA Fabio",2002,28-09-2021,,,,216.89,3211,*,195.65,3192,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,187415,197843,GAMBERT,Agathe,FRA,W,1997-08-22,"A.S ELECTRICITE STRASBOURG",2625705,"GAMBERT Agathe",1997,28-09-2021,,,,281.69,2266,*,345.18,2342,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,154713,197545,GAMBERT,Aurelie,FRA,W,1994-04-13,"A.S ELECTRICITE STRASBOURG",2357719,"GAMBERT Aurelie",1994,28-09-2021,,,,57.46,539,*,76.50,998,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228583,6191134,"GAMEL SEIGNEUR",Charles,FRA,M,2002-10-14,"CS SERRE CHEVALIER",2663009,"GAMEL SEIGNEUR Charles",2002,28-09-2021,47.33,177,*,52.90,718,*,45.01,542,*,50.14,231,*,57.51,112,*
331,"6th FIS points list 2021/2022",1,AL,O,252953,6191426,GAMON,Baptiste,FRA,M,2004-05-04,"AS SALINDRES",2664599,"GAMON Baptiste",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252954,6191427,GAMON,Camille,FRA,M,2004-05-04,"AS SALINDRES",2664600,"GAMON Camille",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,179065,720059,GANBAATAR,Buyant,MGL,M,1995-09-24,,,"GANBAATAR Buyant",1995,28-09-2021,,,,,,,844.86,3866,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,97246,530874,GANONG,Travis,USA,M,1988-07-14,"Team Palisades Tahoe",5434923,"GANONG Travis",1988,28-09-2021,4.88,14,*,999.99,3802,*,578.76,3818,*,11.41,28,*,259.71,1113,*
331,"6th FIS points list 2021/2022",1,AL,E,235003,705491,GANOVA,Alexandra,SVK,W,2002-09-02,"Ski Klub j. garaj",2962,"GANOVA Alexandra",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,259830,235385,GANTA,Charikleia,GRE,W,2004-10-20,ALPIS,GRE,"GANTA Charikleia",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238496,516720,GANTENBEIN,Sara,SUI,W,2003-12-30,Grabserberg,SUI,"GANTENBEIN Sara",2003,28-09-2021,116.57,384,*,74.95,846,*,68.22,858,*,90.01,504,*,129.47,344,*
331,"6th FIS points list 2021/2022",1,AL,O,192493,120064,GAO,Qun,CHN,M,1996-01-31,,,"GAO Qun",1996,28-09-2021,59.95,243,*,110.97,2122,*,89.83,1741,*,79.17,586,*,267.61,1132,*
331,"6th FIS points list 2021/2022",1,AL,O,236910,120127,GAO,Xinbo,CHN,M,2002-07-15,,,"GAO Xinbo",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,141478,125033,GAO,Yixun,CHN,W,1989-04-11,,,"GAO Yixun",1989,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,237098,120134,GAO,Yizeng,CHN,M,2002-03-14,,,"GAO Yizeng",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,236561,120101,GAO,Yunwu,CHN,M,2001-06-28,,,"GAO Yunwu",2001,28-09-2021,,,,,,,261.56,3480,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260290,120174,GAO,Zhengyang,CHN,M,2004-04-12,,,"GAO Zhengyang",2004,28-09-2021,,,,207.02,3158,*,261.49,3479,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,235485,120095,GAO,Zhiqian,CHN,M,1994-06-04,,,"GAO Zhiqian",1994,28-09-2021,,,,,,,812.91,3864,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,194853,492197,GARAY,Aingeru,ESP,M,1998-06-25,CAEI,,"GARAY Aingeru",1998,28-09-2021,126.75,756,*,25.71,145,*,35.70,296,*,88.30,697,*,101.00,380,*
331,"6th FIS points list 2021/2022",1,AL,O,222846,6295601,GARBIN,Lisa,ITA,W,2001-05-18,"S.C. CORTINA A.S.D.",ITA43130,"GARBIN Lisa",2001,28-09-2021,,,,89.77,1100,*,60.75,715,*,119.35,744,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,221724,492335,GARCIA,Andres,ESP,M,2001-08-05,"C.P. Mayencos",,"GARCIA Andres",2001,28-09-2021,96.59,517,*,55.41,774,*,55.61,832,*,77.31,561,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262968,110516,GARCIA,Cristobal,CHI,M,2005-06-17,U.Catolica,,"GARCIA Cristobal",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238315,115284,GARCIA,Isabel,CHI,W,2003-08-28,U.Catolica,,"GARCIA Isabel",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262284,30550,"GARCIA BADIOLA",Inaki,ARG,M,2005-02-26,"Club Andino Esquel (CAE)",04005002,"GARCIA BADIOLA Inaki",2005,28-09-2021,,,,163.98,2829,,145.76,2781,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253959,25227,"GARCIA LAFOZ",Claudia,AND,W,2004-07-15,ECPCGR,,"GARCIA LAFOZ Claudia",2004,28-09-2021,,,,,,,205.66,2078,*,106.98,651,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,229427,250450,GARDARSSON,"Jon Hakon",ISL,M,2002-07-08,Bbl,ISL,"GARDARSSON Jon Hakon",2002,28-09-2021,,,,170.07,2907,*,292.07,3555,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,108280,150801,GARDAVSKY,Jan,CZE,M,1989-04-01,,,"GARDAVSKY Jan",1989,28-09-2021,999.99,1422,*,229.17,3271,*,165.16,2975,*,999.99,2430,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,253020,6191466,GARDIEN,Robin,FRA,M,2004-04-08,"Grand Chambery SKI",2659044,"GARDIEN Robin",2004,28-09-2021,,,,151.44,2714,*,187.07,3144,*,148.64,1500,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,234090,700993,GARDOS,"Lukas Christian",SVK,M,2001-04-30,"Mb Ski club zilina",7029,"GARDOS Lukas Christian",2001,28-09-2021,,,,412.44,3656,*,280.97,3535,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,229845,6536885,GARFIELD,Maia,USA,W,2002-05-04,"University of New Hampshire",6295474,"GARFIELD Maia",2002,28-09-2021,,,,71.27,795,*,72.65,949,*,255.77,1266,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,239748,492451,GARITANO,Mikel,ESP,M,2003-10-16,"IRIMO ESKI KIROL KLUBA",,"GARITANO Mikel",2003,28-09-2021,,,,96.31,1791,*,85.75,1643,*,164.58,1648,*,467.26,1281,*
331,"6th FIS points list 2021/2022",1,AL,O,253384,496577,"GARITANO ITURBE",June,ESP,W,2004-03-13,"IRIMO ESKI KIROL KLUBA",ESP,"GARITANO ITURBE June",2004,28-09-2021,,,,67.60,734,*,77.61,1017,*,109.16,669,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,261188,10000310,GARNIER,Giorgio,ITA,M,2005-06-02,"S.C. SESTRIERE A.D.",ITA51529,"GARNIER Giorgio",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,253031,6191473,GARNIER,Killian,FRA,M,2004-04-14,"CS VAL CENIS",2661251,"GARNIER Killian",2004,28-09-2021,,,,116.73,2217,*,102.19,2016,*,109.65,1022,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262262,54874,GARSTENAUER,Melvin,AUT,M,2005-10-03,"SC Pechgraben",,"GARSTENAUER Melvin",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,221146,561419,GARTNER,Anze,SLO,M,2001-01-19,"SK Alpetour",SLO,"GARTNER Anze",2001,28-09-2021,81.85,400,*,43.07,467,*,43.52,498,*,67.43,429,*,98.32,362,*
331,"6th FIS points list 2021/2022",1,AL,O,262752,108658,GASIENICA,Nell,CAN,W,2005-10-10,NATC,CAN,"GASIENICA Nell",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,160104,435334,GASIENICA-DANIEL,Maryna,POL,W,1994-02-19,"TS Wisla Zakopane",,"GASIENICA-DANIEL Maryna",1994,28-09-2021,58.54,142,*,44.03,315,*,12.55,20,*,32.04,95,*,72.02,116,*
331,"6th FIS points list 2021/2022",1,AL,O,252465,435469,GASIENICA-MIKOLAJCZYK,Zofia,POL,W,2004-02-06,"KS FRAJDA Zakopane",,"GASIENICA-MIKOLAJCZYK Zofia",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263610,785019,GASIUNAITE,Bazile,LTU,W,2005-09-02,"ALPIU AIDAS",LNSA,"GASIUNAITE Bazile",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,127643,425849,GASMANN-BROTT,Rikke,NOR,W,1991-04-13,"IL Heming",03,"GASMANN-BROTT Rikke",1991,28-09-2021,,,,35.44,186,*,98.04,1325,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,182011,600008,GASPAR,Martin,ISV,M,1996-09-12,,,"GASPAR Martin",1996,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,172271,605004,GASPAR,Veronica,ISV,W,1995-03-10,,,"GASPAR Veronica",1995,28-09-2021,,,,517.35,2442,*,469.29,2405,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,222155,155951,GASPARIKOVA,Klara,CZE,W,2001-05-18,,,"GASPARIKOVA Klara",2001,28-09-2021,95.61,292,*,58.75,561,*,43.61,363,*,67.43,303,*,158.94,450,*
331,"6th FIS points list 2021/2022",1,AL,O,255911,6294932,GASPERI,Pietro,ITA,M,2004-05-12,"A.S.V. PRAD RAIFFEISEN WERBERING",ITA48679,"GASPERI Pietro",2004,28-09-2021,172.48,1000,*,89.21,1625,*,78.95,1461,*,118.54,1148,*,234.24,1038,*
331,"6th FIS points list 2021/2022",1,AL,O,240156,6296042,GASPERIN,Gaia,ITA,W,2003-01-02,"S.C. ALLEGHE A.S.D.",ITA45783,"GASPERIN Gaia",2003,28-09-2021,,,,98.87,1228,*,95.15,1285,*,158.42,946,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,254550,56685,GASSER,Lena,AUT,W,2004-01-23,"SKIVEREIN ANRAS",,"GASSER Lena",2004,28-09-2021,,,,71.95,809,*,58.07,660,*,107.06,652,*,131.43,356,*
331,"6th FIS points list 2021/2022",1,AL,O,223324,54675,GASSER,Lukas,AUT,M,2001-08-12,"Sk Bruck",,"GASSER Lukas",2001,28-09-2021,132.66,785,*,32.71,245,*,33.15,247,*,74.80,528,*,108.20,421,*
331,"6th FIS points list 2021/2022",1,AL,O,221616,6295556,GASSLITTER,Patrizia,ITA,W,2001-03-08,"SEISER ALM SKI TEAM",ITA42805,"GASSLITTER Patrizia",2001,28-09-2021,76.43,205,*,59.54,570,*,42.60,343,*,56.29,208,*,86.56,168,*
331,"6th FIS points list 2021/2022",1,AL,O,176373,299402,GASSLITTER,Verena,ITA,W,1996-10-12,"C.S. CARABINIERI SEZ. SCI",ITA38517,"GASSLITTER Verena",1996,28-09-2021,44.26,109,*,132.64,1625,*,47.53,442,*,21.89,54,*,97.32,219,*
331,"6th FIS points list 2021/2022",1,AL,O,253100,6191498,GASTEL,Guillaume,FRA,M,2004-12-28,"SC LES HOUCHES",2656201,"GASTEL Guillaume",2004,28-09-2021,,,,116.98,2221,*,76.20,1401,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263001,108666,GATCLIFFE,Emma,CAN,W,2005-01-01,"GEORGIAN PEAKS",CAN,"GATCLIFFE Emma",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,239963,6100409,GATCLIFFE,James,CAN,M,2003-02-25,"GEORGIAN PEAKS",CAN,"GATCLIFFE James",2003,28-09-2021,,,,102.52,1935,*,104.20,2056,*,158.51,1596,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,263600,6191563,GATIGNOL,Corentin,FRA,M,2005-12-05,"SKI CLUB DE BESSE",2682731,"GATIGNOL Corentin",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260720,6296519,GATTA,"Francesca Maria",ITA,W,2005-08-29,"CIRCOLO SCIATORI MADESIMO A.S.D.",ITA52187,"GATTA Francesca Maria",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,221785,6293850,GATTI,Manuel,ITA,M,2001-10-10,"S.C. VALMALENCO A.S.D.",ITA43720,"GATTI Manuel",2001,28-09-2021,,,,90.77,1661,*,62.86,1013,*,217.11,1992,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,223449,450033,GATTI,Matteo,SMR,M,2001-05-14,,,"GATTI Matteo",2001,28-09-2021,,,,121.21,2295,*,128.61,2546,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,205348,6293232,GATTO,Francesco,ITA,M,1999-01-20,"C.S. CARABINIERI SEZ. SCI",ITA40292,"GATTO Francesco",1999,28-09-2021,44.91,166,*,58.73,846,*,42.31,464,*,32.03,125,*,102.56,390,*
331,"6th FIS points list 2021/2022",1,AL,O,163669,197641,GAUCHE,Laura,FRA,W,1995-03-04,"CS TIGNES",2600331,"GAUCHE Laura",1995,28-09-2021,24.33,53,*,269.18,2234,*,43.05,351,*,21.03,46,*,53.06,62,*
331,"6th FIS points list 2021/2022",1,AL,O,263902,6191618,GAUCHER,Guerlain,FRA,M,2005-05-28,"CLUB DES SPORTS LA PLAGNE",2668815,"GAUCHER Guerlain",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,174265,350097,GAUER,Nico,LIE,M,1996-04-09,"SC Balzers",3500,"GAUER Nico",1996,28-09-2021,27.57,100,*,87.33,1583,*,120.71,2397,*,32.04,126,*,63.26,144,*
331,"6th FIS points list 2021/2022",1,AL,O,219967,45436,GAUL,Sammie,AUS,W,2001-06-15,,,"GAUL Sammie",2001,28-09-2021,,,,73.48,831,*,87.92,1180,*,166.00,989,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262279,30547,GAUNA,"Uriel Eduardo",ARG,M,2005-02-16,"Club Andino Piltriquitron (CAP)",06005001,"GAUNA Uriel Eduardo",2005,28-09-2021,,,,268.04,3405,+,227.00,3356,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,229772,56580,GAUSTERER,Ronja,AUT,W,2002-10-18,"Wsv Semmering",,"GAUSTERER Ronja",2002,28-09-2021,,,,62.72,641,*,54.51,585,*,77.80,387,*,,,
331,"6th FIS points list 2021/2022",1,AL,E,178003,422538,GAUTEPLASS,"Gard Johannes",NOR,M,1996-11-14,"Soerkedalen If",3,"GAUTEPLASS Gard Johannes",1996,28-09-2021,,,,,,,77.36,1429,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252820,198374,GAUTHIER,Lisa,FRA,W,2004-08-01,"US LAMOURA",2656636,"GAUTHIER Lisa",2004,28-09-2021,125.48,421,*,122.89,1535,*,78.59,1027,*,108.28,665,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,144745,197383,GAUTHIER,Tiffany,FRA,W,1993-12-02,"CS TIGNES",2326067,"GAUTHIER Tiffany",1993,28-09-2021,23.06,51,*,301.34,2295,*,83.97,1117,*,14.53,23,*,259.10,693,*
331,"6th FIS points list 2021/2022",1,AL,O,263325,230842,GAVALAS,Antonis,GRE,M,2005-09-06,"EOS Volou",GRE,"GAVALAS Antonis",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263990,482318,GAVRILOV,Alexander,RUS,M,2005-03-14,,,"GAVRILOV Alexander",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,254162,6537351,GAWLIK,Sylvia,USA,W,2004-11-30,"White Pass Ski Club",6492151,"GAWLIK Sylvia",2004,28-09-2021,,,,,,,243.43,2187,*,317.61,1354,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,203095,6190758,"GAYDON CURTILLET",Victor,FRA,M,1999-08-02,"S.C morzine avoriaz",2637973,"GAYDON CURTILLET Victor",1999,28-09-2021,41.90,155,*,219.50,3230,*,63.74,1040,*,54.52,283,*,77.63,221,*
331,"6th FIS points list 2021/2022",1,AL,O,260862,6533759,GAYER,Harrison,USA,M,2005-12-31,"Ski and Snowboard Club Vail",6440077,"GAYER Harrison",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240309,6533347,GAYER,Jackson,USA,M,2003-08-25,"Ski and Snowboard Club Vail",6322809,"GAYER Jackson",2003,28-09-2021,,,,78.94,1364,*,70.69,1249,*,163.67,1642,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,252952,198382,GAYRAUD,Manon,FRA,W,2004-02-02,"ST MONTPELLIER",2660779,"GAYRAUD Manon",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,213653,210045,GAYUPOV,Arman,UZB,M,2000-07-30,,,"GAYUPOV Arman",2000,28-09-2021,,,,223.28,3252,*,192.04,3173,*,999.99,2430,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,235379,340591,GEAGEA,Johnny,LBN,M,2000-07-18,"Lebanese Army",LBN,"GEAGEA Johnny",2000,28-09-2021,,,,418.18,3664,*,399.83,3706,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,154162,340281,GEAGEA,Raimond,LBN,M,1993-07-07,"KIWA ELAMEN EL DAKHLI",00961,"GEAGEA Raimond",1993,28-09-2021,,,,568.32,3751,*,497.84,3781,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,230991,340590,GEARA,Elias,LBN,M,2002-10-23,"Faraya Sporting",LBN,"GEARA Elias",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238759,6537036,GEBHARDT,Kelly,USA,W,2003-07-02,"Green Mountain Valley School",6340121,"GEBHARDT Kelly",2003,28-09-2021,,,,102.98,1284,*,100.91,1359,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,154145,340274,GEBRAEL,Georges,LBN,M,1989-09-12,"Hafroun Al Riadi",,"GEBRAEL Georges",1989,28-09-2021,,,,363.27,3600,*,487.27,3774,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,257420,340633,GEBRAYEL,Joffrey,LBN,M,2004-12-16,Hafroun,lbn,"GEBRAYEL Joffrey",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,146400,680054,GEDEVANISHVILI,Dimitri,GEO,M,1993-01-30,Gudauri,GEO,"GEDEVANISHVILI Dimitri",1993,28-09-2021,,,,342.90,3570,*,470.60,3762,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,199657,550086,GEDRA,Zaks,LAT,M,1998-04-30,"SK Ziemelpols - SSS",,"GEDRA Zaks",1998,28-09-2021,226.14,1176,*,39.53,375,*,44.05,516,*,140.79,1413,*,153.78,700,*
331,"6th FIS points list 2021/2022",1,AL,O,250793,740051,GEGHAMYAN,Hayk,ARM,M,2003-03-13,Aparan,,"GEGHAMYAN Hayk",2003,28-09-2021,,,,275.80,3422,*,274.83,3511,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228366,54695,GEIHSEDER,Noah,AUT,M,2002-01-22,"Sc Wagrain",,"GEIHSEDER Noah",2002,28-09-2021,48.04,180,*,63.81,973,*,30.74,203,*,53.09,264,*,67.14,165,*
331,"6th FIS points list 2021/2022",1,AL,O,253305,54811,GEISLER,Fabian,AUT,M,2004-03-04,"WSV Zell a. Ziller",,"GEISLER Fabian",2004,28-09-2021,116.53,690,*,73.69,1224,*,64.57,1057,*,102.95,915,*,161.89,747,*
331,"6th FIS points list 2021/2022",1,AL,O,229407,203108,GEISSLER-HAUBER,Max,GER,M,2002-08-18,"SC Oberstaufen",,"GEISSLER-HAUBER Max",2002,28-09-2021,90.27,462,*,36.46,306,*,69.56,1212,*,78.13,574,*,100.04,373,*
331,"6th FIS points list 2021/2022",1,AL,O,144648,680053,GELASHVILI,Jaba,GEO,M,1993-03-07,Bakuriani,GEO,"GELASHVILI Jaba",1993,28-09-2021,,,,456.29,3689,*,398.37,3704,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,261682,516831,GEMMET,Lia,SUI,W,2005-06-29,Brigerberg,SUI,"GEMMET Lia",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260827,10000294,GEMO,Riccardo,ITA,M,2005-10-07,"SKI COLLEGE VENETO-FALCADE S.C.S.D.",ITA52539,"GEMO Riccardo",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,208982,520179,GENCOGLU,"Ahmet Alperen",TUR,M,1998-02-08,,TUR,"GENCOGLU Ahmet Alperen",1998,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,250548,525127,GENELIOGLU,Su,TUR,W,2000-06-02,,TUR,"GENELIOGLU Su",2000,28-09-2021,,,,499.40,2435,*,680.69,2465,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,194578,6532100,GENTILE,Crowley,USA,M,1998-07-29,"University of New Hampshire",5966585,"GENTILE Crowley",1998,28-09-2021,,,,44.01,496,*,36.08,302,*,999.99,2430,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262235,30542,GENTILINI,Matias,ARG,M,2005-06-28,"Club Argentino de Ski (CAS)",,"GENTILINI Matias",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228899,30484,GENTILINI,Santos,ARG,M,2002-01-01,Cas,21002001,"GENTILINI Santos",2002,28-09-2021,,,,,,,,,,,,,,,
